IMIĘ_PIERWSZE,LICZBA_WYSTĄPIEŃ
WILHELMA,62
KHADIZHAT,62
PRISCILLA,62
ANH,61
ELSE,61
NADA,61
REUT,61
BASIA,61
EMILI,61
MILICA,61
MYLANA,61
LAVINIA,61
STANISŁAW,61
ANDA,60
LIYA,60
ÖZGE,60
LILJA,60
SANDY,60
TONIA,60
ULANA,60
ESTELLA,60
EVGENIA,60
PALMIRA,60
REMIGIA,60
SAMUELA,60
LIZELOTA,60
ANNEMARIA,60
JEANNETTE,60
GILI,59
GEMMA,59
NADIN,59
BENONA,59
ILLONA,59
LESZKA,59
ELEANOR,59
NICOLLE,59
YADVIHA,59
CHRISTEL,59
CHANTELLE,59
MARGHERITA,59
ANNA-MARIIA,59
EVE,58
LALI,58
DUYGU,58
GAMZE,58
IOANA,58
RIVKA,58
DANIEL,58
KRYSTA,58
MERIEM,58
SHELLY,58
TAISJA,58
TAMARI,58
CHELSEA,58
EUFENIA,58
JANETTE,58
MARIAMI,58
MARISSA,58
SANTANA,58
GERLINDA,58
TOLISŁAWA,58
ELKE,57
ANAIS,57
MINNA,57
ELWINA,57
IANINA,57
RAYISA,57
SHAHAR,57
ASENATA,57
ROXANNA,57
YUSTYNA,57
THI THUY,57
WEI,56
IRIT,56
ZITA,56
CAROL,56
DELIA,56
FREYA,56
KATHY,56
IVANKA,56
PHOEBE,56
RIWANA,56
MIKAELA,56
SŁAWINA,56
CEZARYNA,56
DIONIZJA,56
INGEBURG,56
PATRYCIA,56
EKATERINE,56
KONKORDIA,56
SWIETLANA,56
UTA,55
ASLI,55
SENA,55
SONA,55
BRUNA,55
DENIZ,55
DITTA,55
HULDA,55
KATYA,55
PINAR,55
AYSHAT,55
AKULINA,55
ALLISON,55
ANNABEL,55
BAZHENA,55
MARTINE,55
FLORENCJA,55
MIYA,54
ANUSH,54
DAMLA,54
DORIT,54
GENIA,54
HUONG,54
PERLA,54
VESNA,54
ŻYWIA,54
ALYSSA,54
ATHINA,54
EWALDA,54
CORINNA,54
RENALDA,54
ANNELIZA,54
ANNABELLA,54
GRACJANNA,54
WIKTORIJA,54
CHRISTIANA,54
JEKATERINA,54
LIESELOTTE,54
KONSTANTINA,54
BAR,53
HOA,53
ZOÉ,53
MARA,53
LIMOR,53
ANELIA,53
MARICA,53
ORYSYA,53
ZALINA,53
ROMANNA,53
TANZILA,53
ELZBIETA,53
ROMANIIA,53
ROSWITHA,53
KASSANDRA,53
ŚWIETŁANA,53
TELESFORA,53
YU,52
NGA,52
SANA,52
GERTA,52
LUISE,52
ÖZLEM,52
RONJA,52
SHIRI,52
JURATA,52
ANNELIES,52
ŁUCJANNA,52
NATHALIA,52
SERAFIMA,52
SWITLANA,52
ANASTAZIA,52
BORYSŁAWA,52
CHRISTIANE,52
DOBIESŁAWA,52
ANASTASSIYA,52
AMEL,51
NOYA,51
CEREN,51
MIRTA,51
SIGAL,51
VERED,51
AMÉLIA,51
ANFISA,51
HATICE,51
JAMILA,51
NIKOLE,51
NITZAN,51
ASTRIDA,51
NATALKA,51
OCTAVIA,51
OLYMPIA,51
YOLANDA,51
PRIYANKA,51
LIV,50
MYA,50
ADEL,50
ASMA,50
NIKI,50
KÜBRA,50
AGNESE,50
DANINA,50
YARDEN,50
ZAINAB,50
ANELIZA,50
IULIANA,50
LARYSSA,50
MARIONA,50
SILVIYA,50
ZENONIA,50
CHARLOTA,50
EDELGARD,50
KATEŘINA,50
KRYSTINA,50
LEONILLA,50
SHOSHANA,50
ZINOVIIA,50
CONSTANCE,50
KIMBERLEY,50
STEFANIDA,50
YEKATERINA,50
LIN,49
ZOI,49
INÉS,49
LEIA,49
SOFI,49
AYALA,49
GALYA,49
ZHANA,49
ANŻELA,49
ROSANA,49
BAZYLIA,49
HEATHER,49
LOREDANA,49
MADELINE,49
ANGELIQUE,49
THI HUONG,49
HA,48
MAKA,48
MINH,48
SIMA,48
ALIDA,48
MIRIA,48
ROSIE,48
SAIDA,48
EMILLY,48
NATALY,48
ZIPORA,48
BERNADA,48
MÉLANIE,48
JÓZEFATA,48
KATALEJA,48
KLEMENSA,48
ZLATOSLAVA,48
JIE,47
ANNIE,47
ZOHAR,47
ALVINA,47
EVELIN,47
JULIIA,47
MIRENA,47
SIENNA,47
ANDREEA,47
BELINDA,47
CAROLYN,47
KARMENA,47
MADLENA,47
MELINDA,47
PLACYDA,47
HIPOLITA,47
MELANIIA,47
POLIANNA,47
SAVANNAH,47
MARTYNIKA,47
ZOË,46
NEHA,46
JANNA,46
LIRON,46
TUĞBA,46
STENIA,46
BERNATA,46
COLETTE,46
GULNARA,46
CLARISSA,46
SYLWIANA,46
VITALIYA,46
ROSEMARIA,46
ZSUZSANNA,46
MALGORZATA,46
ALEX,45
NOOR,45
OFRI,45
BETÜL,45
SALLY,45
IOANNA,45
LILLIA,45
MELIKE,45
NATÁLIA,45
TATEVIK,45
THI HOA,45
DELPHINE,45
JEWDOKIA,45
STAFANIA,45
VERÓNICA,45
WASILIKI,45
JAGUSŁAWA,45
STEPANIYA,45
ZENISŁAWA,45
EDELTRAUTA,45
FELICJANNA,45
SOL,44
ARZU,44
ASTA,44
INÈS,44
JOAN,44
LOTA,44
BAHAR,44
ROCIO,44
TUĞÇE,44
ADELIA,44
ESTELA,44
MÓNICA,44
NELLIE,44
DANUSIA,44
DORIANA,44
ZENOIDA,44
THERESIA,44
CHRYZANTA,44
MAKSYMILIA,44
WŁODZIMIRA,44
BELA,43
ESMA,43
LIIA,43
ORLY,43
RENEE,43
TIMEA,43
WALLY,43
WENDY,43
IVONNE,43
MEDINA,43
YVETTE,43
ARMANDA,43
NATACHA,43
SHORENA,43
ANNABELL,43
MILAGROS,43
ROMANINA,43
ROZALIIA,43
VIKTÓRIA,43
WIWIANNA,43
ULADZISLAVA,43
YI,42
ASET,42
ELEN,42
ISLA,42
LUCÍA,42
MAYYA,42
ORINA,42
ŻANET,42
ALMIRA,42
ARIANE,42
AURIKA,42
LIANNA,42
SHAKED,42
ULRIKE,42
CARMELA,42
LILYANA,42
SIGRIDA,42
HANELORA,42
PENELOPE,42
WICTORIA,42
BENIAMINA,42
ŻELISŁAWA,42
ELLY,41
IREM,41
OMER,41
VIKA,41
ADINA,41
ADRIA,41
AINUR,41
ALIZA,41
AMAYA,41
DAFNE,41
ELENE,41
GİZEM,41
IRINE,41
JOYCE,41
JUANA,41
NAILA,41
POOJA,41
BIRGIT,41
IZABEL,41
JEANNE,41
JOVITA,41
MAGALI,41
MELIDA,41
CAITLIN,41
CORINNE,41
EVELINE,41
FRANCES,41
NATALJA,41
AGUSTINA,41
SIUZANNA,41
TATIANNA,41
MADDALENA,41
MAGDALENE,41
WALERIANA,41
PARASCEWIA,41
PARASKOVIIA,41
ECE,40
LINH,40
RASA,40
RONA,40
SABA,40
AHATA,40
ASSEL,40
DANIA,40
GÖZDE,40
MANON,40
VICKY,40
ALBENA,40
ATHENA,40
IZAURA,40
MARIEM,40
TAISIA,40
DESPINA,40
GRAZYNA,40
EVIALINA,40
KAJETANA,40
KATARÍNA,40
KSAWERIA,40
LAURENCE,40
SANDRINE,40
SZCZĘSNA,40
ZULIKHAN,40
WIECZYSŁAWA,40
EKA,39
JOY,39
MIN,39
ULA,39
VAN,39
XIN,39
ARYA,39
HAYA,39
ANAÏS,39
ATINA,39
HAZEL,39
HUYEN,39
JUDIT,39
NORMA,39
ZEHRA,39
ALIYAH,39
ANIUTA,39
HÉLÈNE,39
LUCYLA,39
MADLEN,39
MAGGIE,39
MIRJAM,39
GISELLE,39
JURGITA,39
LEONCJA,39
MIRJANA,39
OTTILIE,39
PARANIA,39
MICHELLA,39
NIKANDRA,39
ANNE-MARIE,39
STANISLAWA,39
MARIA       ANNA,39
NUR,38
EDIT,38
IEVA,38
NUNE,38
QIAN,38
HAGAR,38
MARGA,38
NURIT,38
TRUDA,38
ALEYNA,38
AYESHA,38
CAROLA,38
DÉBORA,38
ELIANE,38
ERMINA,38
JANINE,38
LALITA,38
MARCIA,38
ZDENKA,38
KASYLDA,38
MADISON,38
TINATIN,38
BRIGITTA,38
GIULIANA,38
SNEZHANA,38
BOŻENTYNA,38
DESISLAVA,38
LETOSŁAWA,38
MŚCISŁAWA,38
THI THANH,38
ADELTRAUDA,38
BRONISLAVA,38
THI PHUONG,38
EDNA,37
JADE,37
OFIR,37
YUNA,37
DAIVA,37
LIENA,37
PRIYA,37
SANTA,37
SARRA,37
ALYONA,37
ANISSA,37
ANJELA,37
AURICA,37
EILEEN,37
ILEANA,37
MELANI,37
RANDIA,37
BARBORA,37
DANYILA,37
EMILIJA,37
LEANDRA,37
MACIEJA,37
SOLANGE,37
EMILIANNA,37
PARASKOWIA,37
AZA,36
UTE,36
HAVA,36
SURA,36
AYSEL,36
HAGIT,36
IRINI,36
MARGO,36
MELEK,36
TRANG,36
LATOYA,36
MILLIE,36
MISZEL,36
TRAUTE,36
ZORYNA,36
ARUZHAN,36
DALICJA,36
JOLANDA,36
MILLENA,36
NICOLLA,36
RUSUDAN,36
ANATALIA,36
DYONIZJA,36
EURYDYKA,36
THI HIEN,36
EUFRAZYNA,36
GABRYJELA,36
LYUBOMYRA,36
NASTASIIA,36
VÉRONIQUE,36
ELI,35
ILIA,35
LALA,35
TONI,35
AZIZA,35
FANIA,35
HANAN,35
HEIKE,35
LAMIA,35
MALKA,35
MERAV,35
RENIA,35
ZUZIA,35
AIDANA,35
AIZHAN,35
ALISSA,35
ARMINA,35
CECILE,35
ELAINE,35
IVETTA,35
LILACH,35
BÁRBARA,35
ELEKTRA,35
KARMINA,35
KHADIJA,35
MARKÉTA,35
MEDARDA,35
MIGLENA,35
LORRAINE,35
PRISCILA,35
VIVIANNA,35
WASILISA,35
ANA-MARIA,35
APOLLONIA,35
FELICITAS,35
JANISŁAWA,35
STÉPHANIE,35
WŁADYSŁAW,35
MYKHAILYNA,35
VOLODYMYRA,35
YEVANHELINA,35
ÉVA,34
ORI,34
ALYA,34
KYRA,34
RAYA,34
SHAY,34
ZOEY,34
ADAMA,34
AIMEE,34
DIVYA,34
MIŁKA,34
SAHRA,34
SOPIO,34
BOZENA,34
CÉCILE,34
DAPHNE,34
EUNICE,34
GLADYS,34
JOVANA,34
NATAŠA,34
ULRYKA,34
AMALIIA,34
ANNETTA,34
DIMITRA,34
FATIMAH,34
LILJANA,34
MISZELA,34
SCARLET,34
SILVINA,34
WARWARA,34
ANABELLE,34
EVGHENIA,34
HRAZHYNA,34
JOSEFINA,34
DROGOMIRA,34
QUYNH ANH,34
ŚWIETLANA,34
HUI,33
AMNA,33
AYSE,33
ELIN,33
HANG,33
LIKA,33
MATA,33
MEGI,33
NATO,33
DZINA,33
KEIRA,33
LILOU,33
MAYRA,33
PNINA,33
SAMIA,33
SANJA,33
TADEA,33
ALVARD,33
ANNETA,33
ARPINE,33
ELISSA,33
ELLINA,33
FARIZA,33
HATİCE,33
MELTEM,33
VENERA,33
ELFREDA,33
EVELYNE,33
KATRINE,33
LIUBOVI,33
PAVLYNA,33
PAWEŁKA,33
RADMILA,33
TAISIYA,33
THI THU,33
VENESSA,33
VIORIKA,33
LEONIŁŁA,33
ORYSLAVA,33
GERALDINE,33
TOMISŁAWA,33
WALERIANNA,33
HELENA      MARIA,33
IRENA       MARIA,33
DAN,32
MEI,32
GALA,32
GITA,32
LING,32
AJSZA,32
AYNUR,32
BATIA,32
INESS,32
KENZA,32
NARIN,32
SAPIR,32
SILVA,32
WALLI,32
EMELIE,32
LUCILA,32
MARIAN,32
NOÉMIE,32
RAISSA,32
ROZITA,32
SYDNEY,32
TOMIŁA,32
EURELIA,32
GŁAFIRA,32
IMGARDA,32
KRISTIN,32
LILIOZA,32
NARGIZA,32
SHANNON,32
SHLOMIT,32
HEROMINA,32
NGOC ANH,32
SALTANAT,32
SYUZANNA,32
VIRGINIE,32
EZECHIELA,32
KATHARINE,32
GRZYMISŁAWA,32
AYNA,31
EZGİ,31
ORNA,31
THAO,31
TOVA,31
YANG,31
YOKO,31
AKIKO,31
APRIL,31
AYSHE,31
BEYZA,31
DANNA,31
HANDE,31
KHEDI,31
KYLIE,31
LAJLA,31
NETTA,31
NOELA,31
OLCHA,31
PELIN,31
RABIA,31
CAROLE,31
DAYANA,31
KATINA,31
KNARIK,31
LATIFA,31
LIDIJA,31
MORGAN,31
SELIMA,31
SHIRIN,31
SONITA,31
VERENA,31
ZARETA,31
ZLATKA,31
AMELIIA,31
AURÉLIE,31
GOSŁAWA,31
JULIANE,31
KŁAWDIA,31
LEONILA,31
MIRIANA,31
NEONIŁA,31
OKTAVIA,31
OLIVIIA,31
SIEGRID,31
NIEONIŁA,31
WITALISA,31
ESTEFANIA,31
FELICJANA,31
GENEVIEVE,31
ŁADYSŁAWA,31
RUDOLFINA,31
SNIAZHANA,31
THU TRANG,31
KRESCENCJA,31
VLADISLAVA,31
WIAROSŁAWA,31
NI,30
LUZ,30
ANNI,30
HIEN,30
ILZE,30
JUAN,30
NAYA,30
RAJA,30
RANA,30
TESS,30
ZENA,30
AVIVA,30
CANAN,30
KASJA,30
LUSIA,30
MARWA,30
NURIA,30
PARIS,30
SAFIA,30
SELEN,30
THAIS,30
VILMA,30
YAARA,30
AVITAL,30
ELVINA,30
IWONIA,30
ODARKA,30
ORIONA,30
SUMAYA,30
WENETA,30
XIAOLI,30
APOLINA,30
AVIGAIL,30
BRIGITA,30
GINEVRA,30
HUBERTA,30
MORGANE,30
ORNELLA,30
ROSSANA,30
YEVHENA,30
ZENOWIA,30
ZINOWIA,30
THI HANH,30
THI HONG,30
ZINAYIDA,30
GABRYIELA,30
KRISZTINA,30
BOGUCHWAŁA,30
KHRYSTSINA,30
MARIA DEL CARMEN,30
TIA,29
CYLA,29
INÊS,29
JEAN,29
LIEN,29
OANH,29
SALA,29
SILA,29
ULLA,29
ANAIT,29
DANKA,29
FARAH,29
KLÁRA,29
ŁESIA,29
MAREN,29
NHUNG,29
OSNAT,29
RITTA,29
VIERA,29
WIARA,29
CÉLINE,29
HIGINA,29
JANULA,29
LUBINA,29
MICHEL,29
RAJANA,29
SOPIKO,29
SORAJA,29
SUNITA,29
WENATA,29
ZSÓFIA,29
ANABELL,29
ANDRONA,29
KIRSTEN,29
MARLETA,29
ANNELISE,29
CATARINA,29
DAMINIKA,29
ELISABET,29
JAROMIRA,29
NASTASIA,29
THI DUNG,29
ZINOVIYA,29
ELIZABETA,29
MIRABELLA,29
SVIETLANA,29
WOJCIECHA,29
CHRYSTIANA,29
JADWIGA     MARIA,29
NA,28
GABI,28
GILA,28
HALA,28
İREM,28
JAGA,28
MZIA,28
SHAI,28
STAV,28
TUBA,28
YARA,28
ZULA,28
ÁGNES,28
AIGUL,28
ANGEL,28
GIADA,28
KEIKO,28
KHANH,28
LEONI,28
NAZLI,28
NEOMI,28
NOFAR,28
CARMEL,28
ILONIA,28
ISAURA,28
MARIEL,28
NEFELI,28
SHANTI,28
EUFIMIA,28
GLAFIRA,28
KAROLIN,28
KOLETTA,28
MARILYN,28
MAUREEN,28
ORSZULA,28
STEFANI,28
WENANTA,28
ALEVTINA,28
CHANELLE,28
EDELTRUD,28
GOTFRYDA,28
RAFAELLA,28
FRANCISCA,28
MIRASLAVA,28
RADYSŁAWA,28
ROZEMARIA,28
VALENTINE,28
DOMINICELA,28
MARGUERITE,28
FRANCISZEKA,28
JELIZAWIETA,28
IA,27
JIA,27
JUN,27
RUI,27
YUN,27
ALIX,27
ASHA,27
AVIV,27
ELIA,27
HANH,27
LEJA,27
NILI,27
NOUR,27
WIDA,27
DANAI,27
DVORA,27
EINAV,27
FENNA,27
LAIMA,27
MELIS,27
MILKA,27
TRACY,27
ANITTA,27
ANJALI,27
ARANKA,27
ARETTA,27
BETYNA,27
DAPHNA,27
JANICE,27
OLENIA,27
ROXANE,27
ULJANA,27
ASHANTI,27
COLLEEN,27
GVANTSA,27
MARKIZA,27
SATENIK,27
THI HUE,27
TOMASZA,27
TYCJANA,27
ARABELLA,27
ARTEMIDA,27
EWARYSTA,27
KONSUELA,27
TEOFILIA,27
THI LOAN,27
VASILIKI,27
YULIYANA,27
ANTOANETA,27
ELISABETA,27
SNIZHANNA,27
CHRISTELLE,27
FLORENTINA,27
NOY,26
XUE,26
AINA,26
ANCA,26
EDDA,26
ELKA,26
EMAN,26
EMEL,26
FELA,26
MIIA,26
RYWA,26
SEMA,26
TING,26
ZURA,26
ASSEM,26
DILEK,26
ELITA,26
FIDAN,26
GILDA,26
HENIA,26
HILAL,26
HÜLYA,26
LAURE,26
MILDA,26
QUYNH,26
SARIT,26
SERAP,26
ŞEYMA,26
SINEM,26
SYEDA,26
TUYET,26
AILEEN,26
BOJANA,26
DİLARA,26
DZIANA,26
NIJOLA,26
SHIRLY,26
SŁAWKA,26
THI HA,26
XENIYA,26
ZUKHRA,26
ANELIYA,26
AYŞEGÜL,26
GORDANA,26
HARRIET,26
JERZYNA,26
MELITTA,26
ROSŁAWA,26
RUMYANA,26
SYNTHIA,26
THI LAN,26
THI NGA,26
TIZIANA,26
VARDUHI,26
XIAOYAN,26
ANGELIKI,26
ANNALISA,26
CARLOTTA,26
CHEYENNE,26
DANIJELA,26
MIREILLE,26
PANAJOTA,26
SOLOMIJA,26
SUSANNAH,26
BEATRYCZA,26
CATHARINA,26
HENRIETTE,26
INNOCENTA,26
OLIMPIADA,26
SIEGLINDA,26
SULISŁAWA,26
WINCENCJA,26
AIKATERINI,26
LU,25
IJA,25
IKA,25
LEI,25
YEN,25
DUNG,25
ECEM,25
FANG,25
LYLA,25
MINE,25
SITA,25
SKYE,25
WALA,25
AYSHA,25
DASHA,25
EVITA,25
FAJGA,25
FUNDA,25
GITLA,25
HILDE,25
JENNA,25
JÓZEF,25
LORIN,25
MALAK,25
MAŁKA,25
MASHA,25
MIRKA,25
NIKKI,25
SAHAR,25
TALYA,25
TULIA,25
DANIKA,25
INGRYD,25
NOELLE,25
OTOLJA,25
RENÁTA,25
SMADAR,25
SONATA,25
SVETLA,25
ASLIHAN,25
BEATRIX,25
DESIREE,25
GILLIAN,25
GWIDONA,25
NADEŻDA,25
REVITAL,25
ROLANDA,25
SHACHAR,25
SKARLET,25
SNEJANA,25
AKWILINA,25
AMANDINE,25
JINGJING,25
JOSEFINE,25
NESLIHAN,25
ADELHEIDA,25
GRZESŁAWA,25
JAROSLAVA,25
KATHERINA,25
SŁAWOMIŁA,25
VICTORIIA,25
ANNA MARIA,25
ANTOINETTE,25
ROKSOLIANA,25
WIEROSŁAWA,25
MARIA-MAGDALENA,25
UMA,24
DEMI,24
FANI,24
KALA,24
REEM,24
YUKI,24
ANTJE,24
ARIKA,24
ASSIA,24
CLARE,24
JITKA,24
MATEA,24
PAWŁA,24
RADKA,24
RAZET,24
RYWKA,24
AHNESA,24
ARMELA,24
ELINOR,24
HILARA,24
HIROKO,24
IRWINA,24
KAMALA,24
KAMELA,24
MORENA,24
NATELA,24
PRYSKA,24
RUCHLA,24
SARITA,24
SIMRAN,24
TRAUDA,24
ANGIELA,24
ARNOLDA,24
AURELIE,24
CELESTE,24
DARIANA,24
DŻAMILA,24
HERMINE,24
LISBETH,24
LUDMIRA,24
MARGAUX,24
SATSITA,24
SIDONIA,24
BEATRYCA,24
HRIPSIME,24
HRISTINA,24
LIESBETH,24
PERPETUA,24
THEODORA,24
THI HANG,24
TINGTING,24
WALTRAND,24
HANNALORA,24
MIROSLAWA,24
SEVDALINA,24
WALDTRAUT,24
DROGOSŁAWA,24
LIESELOTTA,24
OŁEKSANDRA,24
DOBROGNIEWA,24
DZVENYSLAVA,24
MI,23
ANU,23
BAO,23
HAI,23
YUE,23
AZRA,23
BUSE,23
DALI,23
EVIE,23
IARA,23
LIAN,23
LOAN,23
LYNN,23
MAHA,23
PING,23
TALA,23
YUKO,23
ANOUK,23
BEÁTA,23
DAINA,23
DAIWA,23
DARJA,23
EMESE,23
FAITH,23
GRETE,23
HANNE,23
LYUBA,23
MARET,23
NIHAL,23
ROBIN,23
SILKE,23
SWATI,23
ZŁATA,23
AINHOA,23
ANALIA,23
ANDRÉA,23
BRITTA,23
ERAZMA,23
FILIPA,23
GISELE,23
HALIMA,23
IONELA,23
JESSIE,23
LILITH,23
NGUYET,23
SAWANA,23
TOMOKO,23
YAĞMUR,23
CIRILLA,23
JACENTA,23
JARMIŁA,23
JORDANA,23
KRISTEN,23
MAMERTA,23
MARITTA,23
NATÁLIE,23
PASCALE,23
POLIANA,23
SANTINA,23
SOLOMIA,23
YASMEEN,23
ALEWTYNA,23
MARIELLA,23
TEOFANIA,23
WENANCJA,23
WITALINA,23
YESENIIA,23
ANASTASJA,23
ANGIELINA,23
DONISŁAWA,23
MARHARITA,23
MARIONILA,23
EMMANUELLE,23
WIĘCZYSŁAWA,23
KRYSTYNA    MARIA,23
EUN,22
JIN,22
ADVA,22
AGAM,22
ANEL,22
ILSA,22
JILL,22
JUNG,22
MIHO,22
RONY,22
AMAIA,22
DIDEM,22
EMİNE,22
FILIZ,22
HAZAL,22
JAMIE,22
JIAQI,22
JYOTI,22
LEENA,22
MIRAY,22
NEILA,22
PAVLA,22
RAHEL,22
SADIA,22
SEHER,22
SEVGI,22
ŻENIA,22
ANIZJA,22
ARMIDA,22
BOŽENA,22
CHERYL,22
ELLENA,22
FRANKA,22
GABIJA,22
GÜLŞAH,22
HAYLEY,22
LIUSIA,22
LUCIJA,22
MARIKO,22
NARGIZ,22
RADIMA,22
SUMMER,22
VLASTA,22
ŻENETA,22
ADRIANE,22
AMINATA,22
ASTGHIK,22
CANDELA,22
DAMROKA,22
JUANITA,22
LEONINA,22
LIBUSZA,22
RIHANNA,22
SYBILIA,22
SZYMONA,22
WENECJA,22
AFRODITI,22
ALITSYIA,22
BÉATRICE,22
CASANDRA,22
JAKUBINA,22
JEANETTA,22
JOACHIMA,22
KATALINA,22
MARGITTA,22
MIRABELA,22
NIKOLETT,22
ROZANETA,22
TAYISIYA,22
ZENOVIIA,22
BOŻESŁAWA,22
MAŁGORZTA,22
THI NHUNG,22
THUY LINH,22
KRYSTIANNA,22
PARASCOVIA,22
SOBIESŁAWA,22
WILCHELMINA,22
MARIA       MAGDALENA,22
XI,21
WEN,21
ANKE,21
BONA,21
CORA,21
HILI,21
IMEN,21
JONA,21
LEXI,21
MÜGE,21
NEDA,21
NIKE,21
OANA,21
RYMA,21
WIKA,21
ALIKI,21
AMBRA,21
ANULA,21
AYTEN,21
BERNA,21
BUKET,21
DILAN,21
EMINA,21
GOSIA,21
KÄTHE,21
LENNA,21
MIRRA,21
NIAMH,21
NISHA,21
SAULE,21
SEMRA,21
SEVIL,21
TAMTA,21
TIANA,21
VARDA,21
YANNA,21
ALIDIA,21
BÄRBEL,21
BERTHA,21
CEYLAN,21
IGNACA,21
ILDIKÓ,21
IWANKA,21
MARYTA,21
MAXIMA,21
MEITAL,21
MELİKE,21
MERIAM,21
OLEŃKA,21
RAIANA,21
RAMINA,21
ROSINA,21
SYNDIA,21
TIJANA,21
YANYAN,21
ZEINAB,21
ANABELA,21
ARIELLA,21
BAO ANH,21
BREGIDA,21
CYCYLIA,21
FATEMEH,21
KSENIJA,21
MANISHA,21
MARGRET,21
MARGRIT,21
MICHELL,21
MIKAYLA,21
PELEGIA,21
ROSITSA,21
YOLANTA,21
YULYANA,21
ZYGRIDA,21
BRITTANY,21
CĂTĂLINA,21
FIORELLA,21
KAZMIERA,21
MANUELLA,21
PATRÍCIA,21
RADOCHNA,21
ROKSANNA,21
SHANSHAN,21
STAWRULA,21
THI LIEN,21
YUANYUAN,21
ANZHELINA,21
DONATELLA,21
DONATYLLA,21
EMMANUELA,21
FRANCOISE,21
KARMELITA,21
MAGDALÉNA,21
MARGERYTA,21
THI HUYEN,21
WALTRAUTA,21
ZORESLAVA,21
BRONISLAWA,21
EVANGELINE,21
FRANCISZEK,21
MARGARETHA,21
MAKSYMILIANNA,21
JANINA      MARIA,21
IIA,20
ORA,20
DARA,20
DÓRA,20
HELA,20
KATY,20
LAIA,20
LENI,20
MERY,20
NISA,20
SINA,20
XIAO,20
XUAN,20
YONA,20
AFINA,20
AMARA,20
AMELI,20
CASEY,20
CATHY,20
CORAL,20
DEBRA,20
HINDA,20
INETA,20
LAXMI,20
MAIKE,20
NIDHI,20
NIGAR,20
NOÉMI,20
ORTAL,20
SEDRA,20
SINDY,20
SNEHA,20
YIFAT,20
ZINEB,20
AMALYA,20
ANKITA,20
CHIOMA,20
ELICJA,20
ESZTER,20
GIENIA,20
JAZMIN,20
JOELLE,20
JOSEFA,20
KHATIA,20
LEONOR,20
LESLIE,20
MEGHAN,20
MISHEL,20
NAZIRA,20
NOEMIE,20
OLENKA,20
ROZETA,20
RUBINA,20
RUZANA,20
SAFIRA,20
STEFFI,20
STEFKA,20
SULTAN,20
TALITA,20
ALEKSJA,20
ARIETTA,20
ARTEMIS,20
BIERUTA,20
CAMELIA,20
CARLOTA,20
DARLENA,20
FIRMINA,20
GERGANA,20
JOVANKA,20
MALAIKA,20
MARLIES,20
OLIVERA,20
SILVIIA,20
SULTANA,20
THI MAI,20
THI VAN,20
WENESSA,20
ZULFIIA,20
ADRIENNE,20
ALEWTINA,20
ANICENTA,20
BAO NGOC,20
COURTNEY,20
FELICITY,20
GERLINDE,20
JOLANTHE,20
LAURETTA,20
LUTOMIŁA,20
MARINELA,20
MARYNIKA,20
MICHALDA,20
SIRANUSH,20
ANDRIIANA,20
BALLADYNA,20
BRONISŁAW,20
KRASIMIRA,20
MYROSŁAWA,20
ANASTASSIA,20
ANTONIETTA,20
CLEMENTINE,20
EDELTRANDA,20
PHUONG ANH,20
WIENISŁAWA,20
YELIZAVIETA,20
LE,19
AWA,19
GIL,19
XIA,19
ELMA,19
EMMI,19
IPEK,19
LENE,19
LIBI,19
ŁADA,19
MIRI,19
RONG,19
SÁRA,19
YUKA,19
YULI,19
YUMI,19
ZIVA,19
ALIIA,19
ANAYA,19
ASIYA,19
CIARA,19
EMELY,19
GIOIA,19
HACER,19
HILLA,19
IZYDA,19
KAORI,19
LILKA,19
MILLY,19
RINAT,19
SAMAR,19
SHANY,19
ZELDA,19
ZOHRA,19
ALIANA,19
AMALIE,19
DIYANA,19
ELIŠKA,19
ELNARA,19
IARYNA,19
LEANNE,19
LIPING,19
LIUBOW,19
LORINA,19
MARLEN,19
MIRIAN,19
NARMIN,19
NAWOJA,19
NERMIN,19
ROWENA,19
SELENE,19
STEFAN,19
TANITA,19
YOANNA,19
ŽANETA,19
ADELINE,19
ADOLFIA,19
ARIELLE,19
BILJANA,19
BOŻANNA,19
BRYGITA,19
DYMITRA,19
DŻEMILA,19
GINETTE,19
HULNARA,19
IVELINA,19
JASSICA,19
LOURDES,19
ORSOLYA,19
SILWANA,19
SZILVIA,19
THI TAM,19
YASEMİN,19
ZHANETA,19
AFANAZJA,19
CLARISSE,19
CLAUDINE,19
HELGARDA,19
KAYLEIGH,19
LUDOVICA,19
MAGNOLIA,19
MARGARIT,19
MARJANNA,19
PENELOPA,19
ROSEMARY,19
WIOLANTA,19
ANGÉLIQUE,19
BENEDETTA,19
CHARYTYNA,19
DONATYLIA,19
JOSÉPHINE,19
LIZELOTTA,19
PULCHERIA,19
REINHILDA,19
SIEGLINDE,19
BORZYSŁAWA,19
IELIZAVETA,19
NEPOMUCENA,19
TEMENUZHKA,19
THI THU HA,19
WIELOSŁAWA,19
ANNE-SOPHIE,19
GERTRUDA    MARIA,19
ZOFIA       MARIA,19
JI,18
YE,18
RIA,18
ABBY,18
ASEL,18
AURA,18
AYÇA,18
BEDA,18
CLEO,18
DIMA,18
DITA,18
GEMA,18
MENG,18
MIKI,18
NUNU,18
RAMA,18
SARI,18
YUAN,18
YURI,18
ADÉLA,18
AHUVA,18
ALICA,18
ALITA,18
AMANI,18
ANETT,18
